"age","gender","occupation","soc_1","soc_2","soc_3","soc_4","soc_5","soc_6","soc_7","soc_8","soc_9","soc_10","soc_11","soc_12","soc_13","soc_14","soc_15","soc_16","soc_17","soc_18","soc_19","soc_20","soc_21","soc_22","soc_23","soc_24","gbs_1","gbs_2","gbs_3","gbs_4","gbs_5","gbs_6","gbs_7","gbs_8","gbs_9","gbs_10","gbs_11","gbs_12"
19,"male","current student",4,4,4,4,2,4,4,2,3,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,2,3,4,3,4,5,4,4,4,3
21,"female","current student",3,4,2,4,4,4,3,2,4,4,4,4,4,4,4,3,4,5,2,3,4,2,2,4,4,4,3,4,4,4,2,2,3,2,2,2
52,"female","employed",3,2,2,4,2,2,2,5,4,4,4,3,4,4,4,4,2,4,2,4,1,4,4,5,4,5,4,4,4,4,2,2,2,2,2,2
21,"male","employed",4,3,3,3,3,4,4,4,5,5,4,4,5,4,4,4,4,5,5,4,4,4,4,4,4,4,3,4,4,4,3,2,3,3,2,1
33,"female","employed",3,4,4,4,4,4,3,5,4,5,4,4,4,4,3,4,4,5,4,3,3,4,2,4,3,4,3,3,4,4,3,2,3,2,2,2
19,"female","current student",5,5,3,4,4,4,5,4,4,4,5,5,5,5,4,5,5,5,4,4,4,4,4,4,4,5,4,3,4,4,3,3,3,4,2,2
55,"male","employed",5,5,3,1,5,2,1,2,5,5,5,4,5,5,4,4,4,5,4,4,4,4,4,4,5,4,4,5,5,4,1,2,1,2,1,3
57,"male","employed",3,5,5,4,3,3,4,5,4,4,5,5,3,5,4,4,4,4,4,5,3,4,4,4,5,5,4,5,5,5,1,1,1,1,1,2
20,"female","current student",5,1,5,4,3,5,5,2,4,4,4,5,1,5,5,5,4,4,5,4,4,4,3,4,1,4,4,4,5,4,2,1,2,2,1,1
20,"male","current student",5,5,2,1,2,3,5,5,4,1,1,5,5,5,1,3,3,3,5,1,3,5,3,1,2,5,3,3,5,5,5,2,5,2,3,1
21,"female","current student",4,4,4,2,4,2,4,2,5,5,4,4,4,5,4,4,4,5,2,4,4,4,5,5,4,4,4,4,4,4,2,3,3,3,2,2
35,"female","part-time",2,3,2,2,4,3,2,4,4,4,4,3,4,3,2,4,4,4,2,3,4,4,2,4,4,5,4,4,4,4,2,1,2,2,2,1
19,"female","current student",3,4,4,4,3,3,3,4,5,5,4,4,4,4,3,4,4,5,4,4,3,4,5,5,4,5,4,4,4,4,2,2,3,2,3,2
20,"female","current student",3,4,2,2,3,4,3,4,4,4,3,4,3,4,3,5,5,4,2,3,4,4,2,4,4,4,4,3,4,4,4,2,4,4,3,4
19,"male","employed",2,4,4,4,2,3,4,4,3,4,3,2,4,4,2,4,3,4,5,4,2,2,2,4,3,4,3,4,3,4,2,2,3,2,3,2
21,"female","current student",3,5,3,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4,4,3,5,5,5,4,5,4,2,5,5,3,1,1,4,3,2
19,"male","employed",2,4,4,4,4,3,4,3,4,3,4,4,3,4,4,4,2,4,2,4,4,4,2,2,4,4,4,4,4,4,2,2,2,2,2,2
21,"male","employed",3,4,4,4,4,3,3,4,4,4,4,4,5,4,4,5,3,4,4,4,2,4,3,4,3,4,4,3,4,3,2,4,2,3,3,2
28,"male","employed",3,2,2,4,4,3,4,2,4,3,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,3,2,5,4,4,2,2,2,1,1
20,"female","employed",4,4,4,4,3,4,4,2,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,2,2,2,2,2,2
23,"other","current student",4,4,4,4,4,5,5,3,4,4,4,3,4,4,4,5,5,5,5,5,5,5,4,4,5,4,5,4,3,4,3,3,3,2,1,1
31,"male","employed",4,4,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,4,5,4,4,4,4,1,1,1,1,1,1
41,"male","employed",3,3,3,4,3,3,3,4,3,4,4,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,2,1,2,3,2,2
21,"female","part-time",3,4,4,4,5,4,4,3,4,5,4,4,4,2,4,4,5,5,5,4,4,4,5,5,4,4,3,4,4,4,4,2,4,2,3,2
18,"female","current student",3,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,2,2,2,2,2,1
22,"male","employed",1,2,2,4,2,2,2,4,4,4,5,4,4,4,4,4,2,4,2,4,4,4,2,4,4,4,4,3,4,4,4,2,4,4,2,2
19,"female","current student",2,2,2,2,4,2,3,4,3,4,4,5,4,5,5,5,4,4,2,4,4,4,2,4,4,4,2,4,2,3,2,3,2,2,2,4
39,"female","employed",2,4,4,4,4,5,2,5,4,5,5,5,4,4,4,4,4,4,2,4,4,4,2,4,4,4,4,4,4,4,1,1,1,1,1,1
20,"female","current student",4,2,3,2,4,4,4,2,4,4,4,4,2,4,3,4,4,5,4,4,3,5,3,4,3,4,4,4,4,4,3,3,2,3,2,2
21,"female","current student",3,3,4,4,4,4,5,4,4,5,3,4,4,3,3,5,4,5,4,5,4,4,3,5,4,4,3,2,4,3,3,3,4,3,4,3
61,"male","retired",2,3,2,2,2,2,4,4,4,4,4,4,4,5,4,5,4,4,3,2,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2
20,"female","current student",3,3,5,5,5,5,4,4,5,5,4,4,5,4,4,5,4,5,3,4,4,4,2,5,4,5,4,4,4,4,2,2,2,2,2,2
57,"female","part-time",3,2,4,4,4,4,4,5,4,4,4,5,4,4,4,5,5,4,2,4,3,3,4,4,4,5,4,4,5,4,2,1,2,1,2,2
56,"female","employed",2,5,4,4,4,2,2,5,4,5,4,4,4,5,4,5,4,4,2,4,2,4,4,4,5,1,5,5,5,4,2,1,1,1,1,1
19,"female","current student",3,5,4,5,4,4,5,5,4,5,5,5,3,5,3,5,5,5,4,4,5,5,4,5,3,5,5,3,5,4,2,1,1,1,2,1
53,"female","employed",4,4,4,4,4,4,5,4,4,5,5,4,4,5,5,5,5,5,5,4,5,4,4,5,4,4,4,3,4,4,3,2,2,2,2,2
55,"female","employed",3,5,3,2,3,4,5,5,5,5,5,5,5,5,4,4,4,5,4,3,5,4,4,5,5,5,5,5,5,5,1,1,1,1,1,1
19,"female","current student",3,4,4,4,5,4,3,5,4,5,5,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,5,4,2,2,1,2,2,1
20,"female","current student",3,4,4,2,4,3,3,2,4,4,4,4,3,5,4,4,4,4,4,2,3,4,2,4,3,5,3,4,4,3,3,3,3,3,3,3
34,"male","searching for employment",2,3,3,4,4,4,2,5,4,4,4,4,3,5,4,5,2,4,2,3,3,4,2,4,4,5,4,4,4,4,3,4,3,4,3,2
21,"female","current student",4,3,4,4,5,4,4,2,5,5,4,5,5,5,5,5,5,5,4,4,4,4,3,4,4,4,4,4,4,4,2,1,3,2,2,2
46,"female","part-time",3,4,4,2,2,2,4,4,4,4,4,5,3,4,4,4,4,4,2,2,4,5,4,5,4,5,4,4,3,2,1,1,1,1,2,2
45,"female","employed",2,2,2,2,2,2,2,4,3,3,2,3,3,4,4,4,3,3,2,3,3,3,3,4,4,4,4,3,4,4,3,2,2,2,3,2
48,"male","employed",4,3,2,5,4,4,4,4,1,4,4,4,4,4,5,4,4,5,4,4,4,4,1,5,4,4,4,3,4,4,2,2,2,2,3,1
20,"female","current student",3,4,3,3,4,3,4,5,5,5,5,4,4,4,3,5,4,5,4,4,3,4,4,5,4,5,5,4,4,5,3,4,2,2,3,3
49,"male","employed",3,4,4,3,3,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,2,3,2,3
21,"male","employed",4,4,4,4,4,5,4,5,4,4,5,4,4,4,5,4,4,4,4,4,4,5,4,5,4,5,4,4,4,4,2,2,1,2,2,2
54,"female","employed",2,4,4,4,3,3,2,5,4,5,5,4,5,5,5,5,4,5,3,4,2,4,4,5,5,5,5,5,5,4,1,1,1,1,1,1
19,"female","current student",2,4,4,3,4,4,4,5,4,5,4,4,4,4,3,5,4,4,1,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1
21,"male","part-time",3,5,4,5,5,5,4,2,5,5,4,5,4,5,5,5,5,5,4,4,5,4,3,5,5,5,4,4,4,5,2,2,3,2,2,1
18,"male","part-time",4,4,4,4,3,4,4,5,5,5,5,4,4,5,4,4,5,4,4,4,4,4,2,4,4,5,4,4,4,4,2,2,2,1,1,2
53,"male","employed",1,2,1,2,2,1,1,2,2,1,2,1,3,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,5,4,4,5,5,4
29,"female","employed",3,4,3,4,3,3,3,2,4,4,4,3,3,4,5,4,2,3,3,4,3,4,3,4,4,4,4,4,3,3,3,2,3,2,2,2
21,"male","current student",4,2,3,5,4,4,4,5,3,4,4,2,4,3,3,2,4,4,3,4,4,4,3,4,4,4,4,4,4,4,2,2,2,2,1,2
20,"female","unemployed",3,4,4,4,3,4,3,4,4,4,4,4,3,4,3,4,4,5,4,4,3,3,3,4,4,4,4,4,4,4,2,2,2,2,2,2
20,"male","part-time",3,4,2,2,4,4,4,1,3,2,4,4,3,3,4,4,3,4,2,2,2,4,1,2,3,4,4,4,4,4,3,4,2,4,2,4
20,"male","unemployed",4,2,4,2,2,4,4,2,2,2,2,4,2,2,2,2,4,4,4,4,4,4,4,4,2,2,2,2,2,2,4,4,4,4,4,4
21,"female","current student",3,4,4,4,3,4,3,3,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,1
20,"male","current student",1,2,4,3,4,1,2,4,4,5,1,4,5,4,4,5,2,4,2,4,1,2,3,2,4,5,4,4,4,3,1,1,1,2,4,1
21,"male","current student",2,3,3,2,3,2,3,1,3,2,4,3,3,4,3,2,4,4,3,3,4,4,2,4,3,3,4,3,4,3,3,4,4,3,3,4
18,"male","current student",5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,2,5,5,5,5,5,5,5,1,1,1,1,1,1
21,"female","current student",1,2,2,1,1,4,1,1,3,3,4,2,1,4,5,3,2,5,1,3,1,4,1,4,5,3,4,1,3,3,3,5,5,4,4,5
19,"male","current student",4,4,3,4,4,4,4,2,3,4,4,4,4,4,4,4,5,5,4,4,3,4,4,2,4,4,4,4,3,4,2,3,3,1,3,1
19,"female","current student",5,5,5,4,5,5,5,2,4,4,4,4,4,4,4,4,5,5,4,3,4,4,3,4,4,4,4,4,4,4,2,2,3,2,2,2
34,"male","searching for employment",4,4,4,4,5,3,4,5,4,4,4,4,4,4,4,4,4,5,4,5,4,4,3,4,4,4,4,4,4,4,4,2,4,2,2,4
21,"male","current student",4,3,5,3,5,4,5,3,1,5,4,4,5,5,2,1,4,4,3,4,1,5,4,5,4,5,4,5,4,4,2,2,1,1,2,4
19,"male","current student",3,2,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,2,3,2,4,4,4,4,4,4,2,3,3,3,2,2
21,"male","employed",4,4,4,4,5,2,4,5,4,4,5,4,4,5,5,4,2,4,4,4,2,4,2,4,2,4,4,4,4,4,4,4,3,4,4,4
NA,"male","current student",3,4,4,5,4,4,4,5,4,4,5,4,4,4,4,4,4,5,4,4,5,4,5,5,4,4,5,4,4,4,1,1,2,1,2,1
20,"female","current student",2,4,4,4,4,2,3,5,4,4,4,4,4,4,3,4,4,4,3,4,4,4,2,4,3,4,3,4,4,3,2,2,2,2,2,2
25,"male","current student",2,4,3,3,3,4,4,2,4,4,4,5,4,4,3,4,4,4,2,4,2,4,2,4,4,4,4,3,4,4,3,3,2,1,3,3
29,"male","employed",2,5,4,4,4,3,5,4,5,4,5,5,5,4,5,5,5,5,2,4,4,3,4,4,4,5,3,5,4,5,4,2,2,3,2,1
21,"female","current student",3,4,4,4,4,4,4,1,4,4,4,3,4,5,4,4,1,5,2,4,1,2,4,4,4,4,4,4,3,4,2,1,2,3,1,2
21,"male","current student",2,1,1,1,4,4,4,1,1,1,1,3,4,4,4,2,1,5,5,4,2,3,1,1,4,5,4,4,4,4,2,3,3,3,1,5
22,"female","current student",4,4,4,2,4,4,4,2,4,4,5,5,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,2,1,1,2,2,1
21,"female","current student",4,4,4,4,4,4,4,4,3,4,5,4,4,5,4,2,4,4,2,4,3,4,4,4,4,4,3,2,4,3,4,4,4,5,3,2
52,"female","retired",4,5,4,4,5,5,5,4,5,5,4,4,5,3,4,5,5,3,2,5,5,5,4,5,4,5,4,4,4,4,1,1,1,1,1,1
24,"male","current student",4,3,4,3,4,3,4,3,4,4,5,3,4,5,4,4,3,3,3,3,3,4,3,4,3,3,3,3,3,3,2,4,3,2,3,4
21,"female","current student",2,2,2,2,2,2,4,2,2,4,3,3,3,4,4,4,2,2,3,2,3,3,1,3,2,2,4,4,3,2,2,3,4,3,3,2
20,"female","current student",3,4,3,4,4,4,4,4,5,4,5,5,4,5,4,4,4,5,2,4,2,4,2,5,4,5,4,3,4,4,3,2,3,3,2,2
18,"female","current student",3,5,5,5,5,5,5,3,4,5,5,5,5,5,4,5,4,5,3,5,4,5,3,5,5,4,5,5,5,5,1,1,1,1,1,1
21,"male","current student",3,4,4,3,2,5,3,2,4,5,5,3,3,5,4,4,4,3,3,2,2,4,2,5,4,4,5,4,3,4,2,3,3,2,3,1
21,"male","current student",3,3,3,3,4,4,3,2,4,4,3,2,4,3,3,5,4,4,4,4,4,4,4,3,3,3,4,2,3,4,3,3,3,3,3,4
29,"male","current student",3,3,3,3,4,3,5,2,3,3,4,3,3,3,3,4,4,3,4,3,4,3,4,4,3,4,3,3,4,3,3,3,3,3,3,1
24,"female","current student",3,3,3,4,2,4,4,3,4,4,3,3,3,4,4,3,3,2,3,4,3,3,2,4,4,4,4,4,4,3,3,2,3,2,3,2
20,"female","current student",2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,3,3,3,2,2,3,2,3,4,3,2,2,2,4,5,3,5,4,4
26,"female","current student",4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,4,4,5,5,4,4,4,4,4,4,4,4,2,2,1,1,2,2
24,"female","employed",4,3,3,4,5,4,5,2,4,4,5,4,4,5,3,4,4,2,4,4,4,3,3,4,4,5,4,4,3,4,2,1,2,1,1,3
19,"male","current student",1,2,4,4,4,4,4,2,1,4,4,2,1,2,4,3,2,4,2,4,2,2,2,4,3,3,2,1,4,2,5,3,4,2,2,2
20,"male","current student",3,3,3,4,2,3,4,4,4,4,4,2,4,3,2,4,4,2,4,3,4,4,5,4,4,4,4,2,4,4,2,2,3,2,2,2
28,"male","employed",4,2,2,4,5,1,4,5,3,3,4,1,4,3,3,2,4,5,4,4,3,5,5,5,3,4,3,3,3,3,3,4,5,4,5,5
29,"male","employed",4,3,3,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,5,3,4,4,4,4,3,4,1,2,2,2,2,2
48,"female","employed",3,5,4,4,4,4,4,5,4,4,5,5,4,5,5,5,4,4,4,5,4,4,4,5,4,5,4,5,4,5,1,1,1,1,1,1
20,"female","current student",4,5,4,4,4,4,4,2,4,4,5,4,4,4,4,4,4,4,5,4,4,4,2,4,4,4,4,5,4,4,2,1,1,1,1,2
20,"female","current student",4,5,3,4,5,5,5,3,5,5,3,4,4,5,4,4,5,4,5,4,4,4,4,5,4,4,4,4,4,4,2,1,1,1,1,1
20,"male","current student",2,4,4,4,4,4,3,3,5,5,5,5,5,4,4,5,4,5,2,4,4,4,2,4,4,4,4,4,4,4,2,1,4,2,2,2
20,"female","current student",2,4,3,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,2,4,2,4,3,4,4,4,4,4,4,4,3,2,2,2,2,4
22,"female","employed",5,5,4,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,4,5,1,2,1,1,1,1
20,"female","current student",4,4,4,4,5,5,4,4,4,5,4,5,4,4,4,5,4,5,4,5,5,4,4,5,4,5,4,4,4,5,2,1,2,1,2,1
22,"female","employed",2,3,4,2,4,4,3,5,4,4,5,4,5,5,4,4,4,5,4,4,5,5,4,3,4,5,5,4,4,5,3,3,1,2,2,1
20,"female","current student",5,5,4,4,4,4,5,5,5,5,3,3,3,3,4,4,4,5,4,4,3,4,4,4,4,4,4,3,4,4,1,1,1,3,1,1
21,"male","current student",4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,5,4,4,4,4,1,2,1,1,2,2
20,"female","current student",2,3,4,2,4,4,4,3,3,4,4,4,4,2,4,4,2,4,2,2,4,2,2,3,3,3,3,4,4,4,2,2,3,2,2,2
19,"female","current student",5,4,4,3,5,4,5,3,4,4,4,4,4,5,4,3,5,5,5,4,4,5,5,4,4,5,4,4,4,4,1,2,2,2,2,2
20,"female","current student",5,5,4,4,5,5,5,4,4,3,4,4,5,5,4,5,5,5,4,4,4,4,3,4,4,5,4,4,4,4,2,2,2,2,2,2
20,"female","current student",4,4,5,4,4,4,4,2,5,4,4,4,5,4,4,4,4,5,4,4,3,4,4,3,4,5,5,4,4,4,2,2,3,1,2,2
18,"male","current student",3,4,5,4,5,4,4,3,4,5,5,5,4,4,4,4,3,5,4,4,3,4,2,5,4,4,3,4,5,4,3,2,2,3,5,3
56,"male","employed",2,3,4,2,3,3,3,2,3,4,3,3,4,3,3,4,1,2,2,2,2,2,4,4,4,3,3,3,3,4,2,1,2,2,3,2
20,"female","part-time",3,3,3,3,4,4,3,2,3,4,3,3,4,2,3,3,4,4,4,3,3,4,3,4,3,3,3,3,3,3,4,4,4,4,3,4
19,"female","current student",4,4,4,4,5,4,4,3,4,4,5,5,5,5,4,5,4,5,4,4,4,4,4,5,5,5,5,5,5,4,2,2,1,2,1,2
19,"male","current student",4,5,2,3,2,2,4,2,4,4,4,4,4,4,4,4,4,5,4,2,4,4,2,5,3,4,4,4,5,4,2,2,1,1,4,2
20,"female","current student",3,4,4,4,4,4,4,5,4,4,4,4,3,4,4,5,3,4,3,4,3,4,2,4,4,4,4,4,4,4,2,2,1,2,2,2
20,"male","employed",3,4,4,4,4,4,5,5,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2
19,"male","current student",3,3,3,4,4,4,2,2,2,5,4,5,2,5,5,5,4,5,4,3,3,4,4,3,4,4,4,5,5,5,2,1,5,5,2,4
22,"female","employed",4,4,5,5,4,4,4,5,5,4,4,5,4,4,5,4,4,5,4,5,4,5,5,5,4,4,4,4,5,4,2,2,1,1,3,1
20,"female","part-time",3,3,3,3,4,4,3,2,4,4,3,4,3,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,2,2,2,2,2,2
19,"female","current student",4,4,4,4,4,4,5,3,4,4,5,4,4,4,2,3,4,4,4,4,4,3,4,5,4,4,4,4,4,4,2,2,2,2,2,2
21,"male","employed",3,4,4,4,4,5,4,4,4,5,5,4,5,5,4,4,4,5,2,5,5,4,4,5,4,5,4,5,4,5,1,1,1,1,1,1
19,"male","current student",4,3,2,4,4,4,4,2,5,5,5,4,4,5,4,5,4,5,4,4,3,3,2,4,3,5,4,4,4,4,3,3,5,3,2,2
20,"female","current student",3,4,4,4,5,4,3,2,4,5,4,4,4,4,3,4,4,4,2,4,4,4,3,4,4,4,4,4,4,4,2,2,2,1,3,2
20,"female","current student",4,2,3,2,4,5,4,2,3,4,2,4,4,4,2,2,3,5,4,3,2,4,4,4,3,4,2,3,4,4,4,4,4,2,3,3
24,"male","employed",5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,1,1,1,1,1,1
20,"prefer not to say","current student",4,4,4,4,4,4,4,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,3,3,3,2,2,3,2
60,"male","employed",3,3,3,3,4,4,3,3,4,5,4,3,4,4,4,4,1,5,4,4,3,4,1,4,3,4,3,3,3,4,3,2,2,2,3,3
20,"male","current student",2,2,2,2,4,4,2,2,4,4,2,4,4,2,3,5,2,4,2,3,2,2,2,2,4,3,2,2,3,3,4,3,4,4,4,3
19,"female","employed",3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,2,4,2,2
20,"male","part-time",3,3,2,3,4,4,3,2,5,5,5,4,4,4,4,5,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,2,2
23,"male","part-time",3,3,3,4,4,5,3,2,3,4,4,4,4,4,4,4,3,4,2,3,3,4,3,4,3,4,4,4,4,4,2,3,2,2,3,3
32,"male","employed",2,2,2,2,4,2,5,4,4,4,4,4,2,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,2,2,2,2,2,2
22,"male","searching for employment",3,5,4,3,4,4,4,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3,4,3,3,3,3,4,3,3,3,4,2
21,"female","part-time",5,4,4,4,5,4,4,5,4,3,5,4,4,4,3,4,4,4,4,5,3,4,5,4,4,3,3,4,4,4,2,4,2,2,2,2
23,"other","current student",2,2,4,2,4,4,2,2,2,3,4,3,3,5,3,2,4,4,2,4,4,4,4,4,4,3,3,3,4,4,4,3,5,2,4,4
22,"female","current student",4,5,4,4,5,5,4,5,4,4,4,4,4,4,3,4,2,3,4,4,4,4,2,5,4,4,4,4,4,4,2,2,1,2,1,1
49,"female","employed",3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,1,2,1,2,2,1
22,"male","employed",2,4,4,3,4,4,3,2,4,5,4,2,4,3,3,3,4,5,2,4,5,4,5,4,4,3,4,4,4,3,1,2,2,2,2,3
53,"female","part-time",4,4,4,4,4,4,4,5,5,5,4,5,4,4,5,5,4,4,3,4,4,4,3,4,4,5,5,4,4,4,1,1,2,1,1,2
19,"female","part-time",1,5,5,4,4,2,2,5,5,5,2,5,2,4,1,5,1,4,1,2,1,1,2,2,2,4,1,2,1,2,5,4,4,5,4,2
20,"female","part-time",4,4,4,4,5,4,4,5,4,5,5,4,5,5,4,4,4,5,3,4,4,4,3,4,4,4,4,4,4,4,1,2,1,1,2,2
43,"male","employed",2,4,4,2,4,3,4,2,4,5,4,4,4,5,5,5,5,5,5,5,5,4,5,4,4,5,4,2,4,4,1,1,1,1,1,1
20,"male","current student",3,3,3,2,3,2,4,4,4,4,5,4,5,5,3,3,4,5,3,4,5,4,2,4,4,4,3,3,4,4,3,3,3,4,2,3
19,"male","unemployed",3,4,3,4,4,4,3,4,4,4,4,4,4,3,3,3,4,4,3,5,3,5,3,4,3,4,4,4,4,4,2,2,2,2,3,2
20,"male","current student",2,4,4,3,4,3,3,2,2,4,4,4,4,3,4,4,1,4,2,4,3,4,2,4,4,3,4,4,4,3,1,2,2,2,1,2
19,"male","current student",4,4,2,4,4,5,3,5,4,3,4,4,4,4,4,4,3,5,4,2,5,2,1,3,5,4,4,4,4,4,3,4,5,3,2,2
19,"female","part-time",3,3,4,4,4,4,4,5,4,4,5,4,4,4,3,5,4,4,4,4,4,3,4,4,3,4,3,4,4,4,2,2,3,2,3,2
20,"female","searching for employment",4,3,2,4,5,4,4,5,4,4,4,4,5,5,5,4,4,5,3,4,4,3,4,4,4,4,3,2,4,4,3,3,3,2,3,2
57,"female","employed",5,5,4,4,4,4,5,5,4,5,5,5,5,5,5,5,4,5,5,5,4,4,4,4,5,5,5,4,5,4,1,1,1,1,2,1
20,"male","current student",5,5,4,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,3,5,5,1,1,1,2,1,4
48,"female","employed",2,4,2,2,4,4,3,2,4,4,4,3,4,3,3,3,4,5,4,2,5,4,5,4,4,4,4,3,4,4,2,2,2,2,2,2
20,"male","part-time",4,4,4,4,4,4,4,2,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,2,4,3,3,4,2,2,2,2,2,2
20,"male","current student",3,2,2,4,3,4,4,2,5,4,2,2,5,4,4,4,4,5,2,3,3,5,5,5,4,5,2,3,4,4,2,1,2,1,2,4
20,"male","current student",4,4,4,2,5,4,4,3,4,4,5,4,4,3,3,4,4,5,4,3,4,4,2,5,4,5,4,4,4,4,2,2,3,2,2,1
21,"male","employed",4,4,4,4,4,5,5,2,4,4,4,4,4,4,4,4,4,5,4,5,4,4,3,5,4,4,4,3,4,4,3,2,2,3,2,2
24,"male","employed",3,4,3,4,3,3,3,2,4,4,3,4,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,3,4
20,"female","current student",2,4,3,4,3,4,4,2,4,4,4,4,3,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,3,2,2,3,2,2
21,"female","current student",3,4,4,4,4,4,4,3,4,5,4,4,4,5,4,5,4,4,2,4,3,4,5,4,4,4,4,4,4,4,1,1,1,1,2,2
24,"male","employed",4,4,5,4,4,5,4,4,4,3,5,3,4,4,4,4,5,5,5,4,5,4,5,5,5,4,4,4,5,4,1,1,1,3,1,2
20,"male","employed",1,2,2,4,3,3,1,4,2,3,3,2,3,4,3,2,2,3,1,3,1,1,3,2,3,3,3,4,4,3,3,2,2,2,2,3
19,"female","current student",2,4,4,4,2,3,2,3,3,4,4,4,3,4,4,4,2,3,2,4,4,4,2,4,3,4,3,4,4,3,2,2,2,2,2,2
19,"male","current student",4,4,2,4,2,4,4,2,4,5,4,4,4,4,4,4,4,5,2,2,4,4,2,5,4,4,4,4,4,4,2,2,2,1,2,3
21,"female","current student",3,4,4,3,4,3,4,4,4,4,4,3,3,3,4,4,4,3,3,4,4,4,4,4,3,3,4,4,4,3,2,2,3,2,2,3
22,"female","current student",4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,4,4,4,5,3,4,4,4,4,5,4,4,4,4,2,4,2,2,2,2
23,"female","employed",2,4,4,4,4,4,4,3,4,3,4,3,4,4,4,3,4,5,4,4,4,4,4,4,4,4,4,3,4,3,2,4,2,2,3,2
19,"female","current student",4,4,4,4,4,4,4,4,4,5,4,4,4,5,5,5,4,4,4,4,4,3,4,5,5,4,4,4,4,4,2,2,2,2,2,2
21,"female","current student",4,4,4,5,5,5,4,4,4,5,5,5,4,5,4,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,3,2,2,2,3,2
21,"female","employed",2,2,4,2,4,2,4,4,3,4,4,3,3,3,3,4,4,4,2,4,4,2,2,4,3,4,3,4,4,4,3,2,2,3,2,2
32,"female","employed",4,2,4,4,5,3,3,4,3,3,3,3,2,2,2,4,4,5,4,4,2,5,3,4,4,4,2,3,3,3,4,5,3,2,3,2
22,"male","employed",2,2,1,1,2,1,2,4,2,4,2,1,3,3,1,1,2,4,1,2,1,2,1,4,2,3,1,1,2,2,4,5,5,5,4,5
51,"female","searching for employment",4,4,4,2,2,2,4,4,3,4,2,4,4,3,3,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,2,2,3,2,2,3
21,"female","part-time",4,5,5,4,4,4,4,4,5,5,4,4,4,4,4,5,4,5,3,4,3,4,3,4,4,5,4,4,4,4,2,1,1,2,3,1
20,"prefer not to say","current student",3,3,3,3,4,4,3,2,4,3,4,4,3,2,3,3,4,4,4,3,4,2,4,4,2,2,2,2,3,2,3,3,3,4,4,2
28,"other","employed",3,4,4,3,4,3,4,2,3,4,3,4,4,4,4,4,3,4,2,4,2,4,4,4,4,4,4,4,4,4,3,2,2,2,2,3
